|name              |ra        |dec      |flux_1_100_gev|flux_1_100_gev_error|detection_significance|spectrum_type   |alt_gammaray_name_1|assoc_name                  |analysis_flags|
Display all params|4FGL J0559.2+2557 |05 59 18.0|+25 57 08|    3.0904e-10|          6.6406e-11|                5.0326|LogParabola     |                   |                            |           001|
Display all params|4FGL J1125.2+2557 |11 25 14.0|+25 57 14|    1.2774e-10|          2.5802e-11|                8.7900|LogParabola     |                   |                            |           000|
Display all params|4FGL J0441.8+2600c|04 41 53.9|+26 00 53|    4.5005e-10|          8.1214e-11|                6.7232|LogParabola     |                   |                            |           032|
Display all params|4FGL J0403.3+2601 |04 03 21.4|+26 01 14|    2.0621e-10|          3.9738e-11|                6.2733|LogParabola     |                   |OF 200                      |           001|
Display all params|4FGL J0139.0+2601 |01 39 01.9|+26 01 47|    1.9893e-10|          3.0870e-11|                7.8559|PowerLaw        |                   |WISE J013859.14+260015.7    |           000|
Display all params|4FGL J2311.7+2604 |23 11 43.4|+26 04 59|    2.8310e-10|          3.2290e-11|               12.0087|PowerLaw        |                   |MG3 J231144+2604            |           000|
Display all params|4FGL J0125.8+2605 |01 25 53.9|+26 05 18|    1.4697e-10|          3.0429e-11|                5.0076|PowerLaw        |                   |NVSS J012552+260637         |           016|
Display all params|4FGL J0251.0+2605 |02 51 02.1|+26 05 37|    8.5735e-10|          5.7092e-11|               22.3444|PLSuperExpCutoff|3FGL J0251.1+2603  |PSR J0251+2606              |           000|
Display all params|4FGL J1003.6+2605 |10 03 38.9|+26 05 56|    2.2182e-10|          2.8593e-11|               10.1186|PowerLaw        |3FGL J1003.6+2608  |PKS 1000+26                 |           000|
Display all params|4FGL J1112.0+2607 |11 12 02.9|+26 07 42|    9.0333e-11|          2.1535e-11|                5.0973|PowerLaw        |                   |2MASS J11120793+2608036     |           000|
Display all params|4FGL J0232.9+2608 |02 32 59.5|+26 08 13|    1.9968e-10|          3.2258e-11|                9.0729|PowerLaw        |3FGL J0232.9+2606  |B2 0230+25                  |           000|
Display all params|4FGL J1917.6+2609 |19 17 36.1|+26 09 19|    1.3222e-10|          4.2082e-11|                2.7095|PowerLaw        |                   |                            |          4120|
Display all params|4FGL J2133.0+2610 |21 33 00.0|+26 10 44|    2.1132e-10|          3.3796e-11|                7.1423|PowerLaw        |3FGL J2131.5+2605  |NVSS J213252+261143         |           000|
Display all params|4FGL J2130.0+2610 |21 30 01.9|+26 10 57|    1.7645e-10|          3.4475e-11|                6.3599|PowerLaw        |3FGL J2131.5+2605  |NVSS J213016+261027         |           000|
Display all params|4FGL J1104.0+2611 |11 04 01.7|+26 11 14|    1.5311e-10|          2.4813e-11|                9.1713|PowerLaw        |                   |SDSS J110357.29+261119.1    |           000|
Display all params|4FGL J0018.8+2611 |00 18 52.6|+26 11 23|    1.2819e-10|          2.8088e-11|                7.9101|LogParabola     |                   |4C +25.01                   |           002|
Display all params|4FGL J0037.9+2612 |00 37 55.8|+26 12 04|    1.6652e-10|          2.7984e-11|                7.2302|PowerLaw        |                   |WISE J003719.15+261312.6    |           002|
Display all params|4FGL J0128.4+2614 |01 28 25.8|+26 14 14|    1.5287e-10|          3.3721e-11|                5.7112|LogParabola     |3FGL J0127.9+2551  |                            |           000|
Display all params|4FGL J1715.0+2616 |17 15 04.7|+26 16 12|    1.0274e-10|          2.3156e-11|                4.5268|PowerLaw        |                   |MG2 J171454+2614            |           000|
Display all params|4FGL J0327.6+2620 |03 27 40.1|+26 20 03|    1.5854e-10|          3.3522e-11|                6.3455|PowerLaw        |                   |                            |           000|
Display all params|4FGL J1644.9+2620 |16 44 55.6|+26 20 47|    2.9468e-10|          3.1279e-11|               16.0250|PowerLaw        |3FGL J1644.4+2632  |MG2 J164443+2618            |           000|
Display all params|4FGL J1951.6+2621 |19 51 39.4|+26 21 13|    1.2203e-09|          1.2901e-10|               10.3901|LogParabola     |                   |                            |           020|
Display all params|4FGL J1914.1+2621 |19 14 12.0|+26 21 33|    2.1637e-10|          4.1041e-11|                5.3813|PowerLaw        |                   |                            |           008|
Display all params|4FGL J2350.0+2622 |23 50 04.8|+26 22 21|    8.8295e-11|          2.5349e-11|                4.6161|PowerLaw        |                   |                            |           000|
Display all params|4FGL J0115.1+2622 |01 15 06.8|+26 22 24|    1.4093e-10|          2.9075e-11|                5.7294|PowerLaw        |                   |1RXS J011451.8+262337       |           000|
Display all params|4FGL J0627.0+2623 |06 27 00.5|+26 23 45|    6.2190e-11|          2.8314e-11|                5.1675|PowerLaw        |                   |3C 160                      |           000|
Display all params|4FGL J1723.0+2625 |17 23 00.9|+26 25 19|    1.1739e-10|          3.0851e-11|                3.8605|LogParabola     |                   |                            |           000|
Display all params|4FGL J0209.8+2626 |02 09 51.4|+26 26 01|    1.5766e-10|          2.8384e-11|                6.5396|PowerLaw        |                   |                            |           002|
Display all params|4FGL J1659.0+2627 |16 59 04.8|+26 27 50|    1.3375e-10|          2.7070e-11|                5.4796|PowerLaw        |3FGL J1659.4+2631  |4C +26.51                   |           016|
Display all params|4FGL J1636.7+2627 |16 36 47.5|+26 27 58|    2.9940e-10|          3.4639e-11|               12.6916|LogParabola     |3FGL J1636.7+2624  |NVSS J163651+262657         |           000|
Display all params|4FGL J1148.5+2629 |11 48 33.9|+26 29 55|    8.7798e-11|          2.1745e-11|                6.2614|PowerLaw        |                   |TXS 1145+268                |           002|
Display all params|4FGL J0831.4+2631 |08 31 29.7|+26 31 29|    1.9221e-10|          2.9218e-11|                8.2970|PowerLaw        |3FGL J0830.8+2629  |MG2 J083121+2629            |           002|
Display all params|4FGL J1850.5+2631 |18 50 33.6|+26 31 33|    1.6988e-10|          3.4251e-11|                9.8630|PowerLaw        |                   |NVSS J185023+263151         |           002|
Display all params|4FGL J1828.0+2634 |18 28 05.2|+26 34 18|    2.1919e-10|          3.8005e-11|                9.1415|LogParabola     |                   |NVSS J182756+263313         |           000|
Display all params|4FGL J1926.5+2635 |19 26 31.6|+26 35 07|    2.2014e-10|          4.7600e-11|                4.3175|PowerLaw        |                   |                            |           008|
Display all params|4FGL J1537.2+2635 |15 37 14.6|+26 35 09|    9.1283e-11|          2.3126e-11|                4.7396|PowerLaw        |                   |                            |           000|
Display all params|4FGL J0134.5+2637 |01 34 30.5|+26 37 46|    9.2391e-10|          5.4519e-11|               30.8554|LogParabola     |3FGL J0134.5+2638  |RX J0134.4+2638             |           000|
Display all params|4FGL J1517.0+2639 |15 17 02.5|+26 39 03|    1.8590e-10|          2.6582e-11|                9.1357|PowerLaw        |3FGL J1517.0+2637  |SDSS J151702.59+263858.7    |           000|
Display all params|4FGL J1500.2+2640 |15 00 13.5|+26 40 44|    2.5147e-10|          3.4364e-11|               10.5479|LogParabola     |                   |                            |           000|
Display all params|4FGL J0218.7+2640 |02 18 44.4|+26 40 52|    7.3178e-11|          2.3150e-11|                4.7190|PowerLaw        |                   |TXS 0215+264                |           000|
Display all params|4FGL J1702.2+2642 |17 02 14.0|+26 42 42|    2.4892e-10|          3.0595e-11|               11.8405|PowerLaw        |                   |MG2 J170210+2643            |           000|
Display all params|4FGL J0620.7+2643 |06 20 42.4|+26 43 45|    1.8950e-10|          4.0768e-11|               11.7205|PowerLaw        |3FGL J0620.4+2644  |RX J0620.6+2644             |           000|
Display all params|4FGL J1454.1+2647 |14 54 11.6|+26 47 13|    1.8142e-10|          2.6859e-11|                8.4657|PowerLaw        |                   |B2 1451+26                  |           000|
Display all params|4FGL J2130.8+2649 |21 30 51.6|+26 50 00|    1.8613e-10|          4.0834e-11|                4.3805|LogParabola     |                   |                            |           016|
Display all params|4FGL J0149.8+2650 |01 49 51.6|+26 50 59|    1.2754e-10|          2.9369e-11|                4.7474|PowerLaw        |                   |GB6 J0150+2646              |           000|
Display all params|4FGL J0751.4+2655 |07 51 27.9|+26 55 39|    1.2438e-10|          2.8723e-11|                5.7178|LogParabola     |                   |MG2 J075139+2657            |           000|
Display all params|4FGL J0552.0+2656c|05 52 02.4|+26 56 00|    5.7478e-10|          8.8031e-11|                7.6276|LogParabola     |                   |                            |           036|
Display all params|4FGL J0456.2+2702 |04 56 16.2|+27 02 25|    5.4408e-10|          5.8637e-11|               10.8885|PowerLaw        |3FGL J0456.3+2702  |MG2 J045613+2702            |           000|
Display all params|4FGL J1748.1+2702 |17 48 11.5|+27 02 56|    1.3830e-10|          2.9325e-11|                7.0236|PowerLaw        |3FGL J1748.0+2701  |87GB 174618.6+270457        |           000|
Display all params|4FGL J0758.9+2703 |07 58 54.2|+27 03 55|    4.6671e-10|          4.0462e-11|               18.4254|LogParabola     |3FGL J0758.9+2705  |SDSS J075846.99+270515.5    |           000|
Display all params|4FGL J2223.0+2704 |22 23 01.9|+27 04 25|    1.5124e-10|          3.2505e-11|                5.1510|LogParabola     |                   |                            |           000|
Display all params|4FGL J0144.6+2705 |01 44 36.0|+27 05 24|    5.8229e-09|          1.0951e-10|              111.3087|LogParabola     |3FGL J0144.6+2705  |TXS 0141+268                |           000|
Display all params|4FGL J1817.9+2707 |18 17 57.4|+27 07 07|    1.1707e-10|          2.9319e-11|                4.1984|PowerLaw        |                   |MG3 J181745+2707            |           000|
Display all params|4FGL J1508.8+2708 |15 08 49.1|+27 08 27|    2.5152e-10|          2.9998e-11|               12.7386|PowerLaw        |3FGL J1508.6+2709  |RBS 1467                    |           004|
Display all params|4FGL J0658.2+2709 |06 58 17.6|+27 09 00|    1.5462e-10|          2.8960e-11|                6.1526|PowerLaw        |                   |B2 0655+27A                 |           000|
Display all params|4FGL J1530.3+2709 |15 30 18.4|+27 09 10|    1.0430e-10|          2.3569e-11|                6.9104|PowerLaw        |                   |LEDA 55267                  |           000|
Display all params|4FGL J0849.5+2710 |08 49 31.7|+27 10 17|    1.0250e-10|          2.4291e-11|                4.3816|PowerLaw        |                   |                            |           000|
Display all params|4FGL J1606.5+2717 |16 06 34.8|+27 17 50|    1.2797e-10|          2.6121e-11|                6.0905|PowerLaw        |                   |B2 1604+27                  |           000|
Display all params|4FGL J2354.1+2720 |23 54 06.4|+27 20 58|    1.7942e-10|          2.7380e-11|                8.5171|PowerLaw        |3FGL J2354.0+2722  |NVSS J235402+272328         |           000|
Display all params|4FGL J0904.0+2724 |09 04 02.1|+27 24 15|    2.1602e-10|          3.1041e-11|               13.3963|LogParabola     |                   |B2 0900+27                  |           002|
Display all params|4FGL J0941.9+2724 |09 41 58.5|+27 24 49|    2.7707e-10|          2.9823e-11|               13.6447|PowerLaw        |3FGL J0941.6+2727  |GB6 J0941+2721              |           000|
Display all params|4FGL J1333.2+2725 |13 33 17.4|+27 25 20|    4.0048e-10|          3.2090e-11|               19.9579|PowerLaw        |3FGL J1332.8+2723  |MG2 J133305+2725            |           000|
Display all params|4FGL J0320.6+2728 |03 20 40.2|+27 28 41|    1.5999e-10|          3.5878e-11|                4.2631|PowerLaw        |                   |2MASX J03204016+2727485     |           000|
Display all params|4FGL J1829.1+2729 |18 29 06.7|+27 29 49|    5.8633e-10|          4.7421e-11|               17.9132|LogParabola     |3FGL J1829.2+2731  |87GB 182712.0+272717        |           000|
Display all params|4FGL J0746.5+2730 |07 46 30.6|+27 30 55|    1.8067e-10|          2.8543e-11|                9.2354|PowerLaw        |                   |OI 272                      |           000|
Display all params|4FGL J0335.8+2733 |03 35 50.0|+27 33 41|    1.3285e-10|          3.1963e-11|                5.1609|PowerLaw        |                   |1RXS J033552.9+273420       |           000|
Display all params|4FGL J2024.8+2734 |20 24 49.4|+27 34 14|    1.2802e-10|          4.3341e-11|                4.4464|PowerLaw        |                   |B2 2022+27                  |           000|
Display all params|4FGL J2321.9+2734 |23 21 58.1|+27 34 18|    1.2127e-09|          5.6810e-11|               36.1024|LogParabola     |3FGL J2321.9+2732  |4C +27.50                   |           000|
Display all params|4FGL J1256.9+2736 |12 56 58.0|+27 36 27|    9.4086e-11|          2.2193e-11|                5.5605|PowerLaw        |                   |                            |           001|
Display all params|4FGL J0402.0+2737 |04 02 02.9|+27 37 13|    2.6868e-10|          3.5821e-11|                9.3025|PowerLaw        |                   |87GB 035856.9+272842        |           000|
Display all params|4FGL J1842.1+2737 |18 42 09.1|+27 37 29|    7.4386e-10|          5.5973e-11|               18.7056|LogParabola     |3FGL J1842.2+2742  |                            |           000|
Display all params|4FGL J1049.8+2741 |10 49 49.8|+27 41 05|    1.2063e-10|          2.3379e-11|                6.8467|PowerLaw        |                   |                            |           000|
Display all params|4FGL J2043.7+2741 |20 43 43.9|+27 41 37|    1.2879e-09|          7.0732e-11|               27.4748|PLSuperExpCutoff|3FGL J2043.8+2741  |PSR J2043+2740              |           000|
Display all params|4FGL J0516.7+2743 |05 16 42.2|+27 43 10|    2.2834e-10|          4.7312e-11|                4.9175|PowerLaw        |                   |7C 0513+2739                |           004|
Display all params|4FGL J0448.3+2743 |04 48 20.7|+27 43 36|    2.7984e-10|          5.7361e-11|                5.2677|LogParabola     |                   |                            |           005|
Display all params|4FGL J1539.6+2743 |15 39 36.5|+27 43 40|    7.5320e-10|          4.5163e-11|               28.4043|LogParabola     |3FGL J1539.5+2746  |MG2 J153938+2744            |           000|
Display all params|4FGL J1947.7+2744 |19 47 43.6|+27 44 01|    1.3528e-09|          1.1126e-10|               14.5141|LogParabola     |                   |PWN G63.7+1.1               |           000|
Display all params|4FGL J0519.6+2744 |05 19 36.6|+27 44 26|    1.5317e-10|          4.4330e-11|                6.4183|LogParabola     |3FGL J0519.3+2746  |4C +27.15                   |           000|
Display all params|4FGL J2342.7+3154 |23 42 44.6|+31 54 49|    1.0732e-10|          2.5291e-11|                4.7330|PowerLaw        |                   |                            |           000|
Display all params|4FGL J1849.4+2745 |18 49 25.0|+27 45 15|    3.3539e-10|          3.7629e-11|               10.8644|PowerLaw        |3FGL J1849.5+2751  |MG2 J184929+2748            |           000|
Display all params|4FGL J2013.4+2745 |20 13 27.8|+27 45 51|    5.4257e-10|          8.3534e-11|                7.4863|LogParabola     |                   |                            |           001|
Display all params|4FGL J1449.5+2746 |14 49 34.9|+27 46 07|    6.5742e-11|          1.7082e-11|                9.6175|LogParabola     |                   |B2 1447+27                  |           000|
Display all params|4FGL J2207.3+2746 |22 07 23.3|+27 46 08|    1.1915e-10|          2.7179e-11|                5.3716|PowerLaw        |                   |                            |           000|
Display all params|4FGL J0819.0+2746 |08 19 03.3|+27 46 38|    2.9828e-10|          3.8086e-11|               11.4875|LogParabola     |3FGL J0818.8+2751  |5C 07.119                   |           000|
Display all params|4FGL J0440.8+2749 |04 40 52.9|+27 49 55|    8.0284e-10|          6.7373e-11|               21.0747|LogParabola     |3FGL J0440.8+2751  |B2 0437+27B                 |           004|
Display all params|4FGL J1045.3+2751 |10 45 21.7|+27 51 05|    9.9209e-11|          2.3551e-11|                5.9397|PowerLaw        |                   |NVSS J104516+275136         |           000|
Display all params|4FGL J0534.2+2751 |05 34 17.0|+27 51 33|    3.5674e-10|          7.8109e-11|                6.3411|PowerLaw        |                   |                            |           000|
Display all params|4FGL J0854.0+2753 |08 54 03.7|+27 53 02|    3.2999e-11|          1.5783e-11|                4.7698|PowerLaw        |                   |SDSS J085410.16+275421.7    |           000|
Display all params|4FGL J0638.7+2753 |06 38 45.3|+27 53 25|    1.4745e-10|          3.3835e-11|                5.6658|PowerLaw        |                   |RX J0638.6+2751             |           000|
Display all params|4FGL J0832.2+2753 |08 32 17.4|+27 53 36|    1.3170e-10|          2.5242e-11|                6.1144|PowerLaw        |                   |OJ 250                      |           000|
Display all params|4FGL J2231.6+2754 |22 31 37.0|+27 54 22|    7.9394e-11|          2.4254e-11|                5.8996|PowerLaw        |                   |1RXS J223135.0+275430       |           000|
Display all params|4FGL J0540.3+2756e|05 40 24.0|+27 56 24|    7.0605e-09|          2.9323e-10|               28.0174|LogParabola     |3FGL J0540.3+2756e |Sim 147                     |           000|
Display all params|4FGL J1803.5+2756 |18 03 31.1|+27 56 25|    1.7101e-10|          3.0369e-11|                6.6277|PowerLaw        |                   |NVSS J180341+275404         |           000|
Display all params|4FGL J1747.4+2759 |17 47 28.5|+27 59 42|    1.3089e-10|          2.5962e-11|                5.9563|PowerLaw        |                   |MG2 J174716+2759            |           000|
Display all params|4FGL J2212.6+2800 |22 12 40.5|+28 00 31|    4.4875e-10|          3.7646e-11|               17.0214|PowerLaw        |3FGL J2212.6+2801  |MG3 J221240+2759            |           000|
Display all params|4FGL J0912.2+2800 |09 12 16.6|+28 00 59|    1.1185e-10|          2.4822e-11|                8.0972|PowerLaw        |3FGL J0912.4+2800  |RX J0912.2+2759             |           004|
Display all params|4FGL J0611.6+2803 |06 11 41.7|+28 03 22|    5.2856e-10|          5.9132e-11|               10.7064|PowerLaw        |3FGL J0611.7+2759  |GB6 J0611+2803              |           000|
Display all params|4FGL J0731.9+2805 |07 31 55.4|+28 05 18|    1.1737e-10|          2.5871e-11|                5.0836|PowerLaw        |                   |RGB J0731+280               |           000|
Display all params|4FGL J1633.5+2806 |16 33 33.5|+28 06 22|    9.8739e-11|          2.2514e-11|                4.9486|PowerLaw        |                   |MG2 J163338+2803            |           000|
Display all params|4FGL J0009.9+2810 |00 09 59.4|+28 10 40|    1.0840e-10|          2.4805e-11|                5.3527|PowerLaw        |                   |                            |           000|
Display all params|4FGL J2027.0+2811 |20 27 03.9|+28 11 24|    1.1604e-09|          8.0473e-11|               19.5238|LogParabola     |3FGL J2026.8+2813  |                            |           000|
Display all params|4FGL J1800.1+2812 |18 00 07.2|+28 12 12|    1.4277e-10|          3.0279e-11|                8.3123|PowerLaw        |                   |NVSS J180002+281050         |           004|
Display all params|4FGL J1556.1+2812 |15 56 11.1|+28 12 24|    5.9423e-11|          1.9848e-11|                5.3997|LogParabola     |                   |NVSS J155611+281134         |           000|
Display all params|4FGL J1106.0+2813 |11 06 00.5|+28 13 31|    7.2485e-10|          4.3793e-11|               29.0816|LogParabola     |3FGL J1105.9+2814  |MG2 J110606+2812            |           000|
Display all params|4FGL J2220.5+2813 |22 20 34.1|+28 13 56|    2.8788e-10|          3.3165e-11|               11.7208|PowerLaw        |3FGL J2220.3+2812  |RX J2220.4+2814             |           000|
Display all params|4FGL J1234.2+2813 |12 34 16.7|+28 13 57|    7.7396e-11|          2.7486e-11|                4.7589|PowerLaw        |                   |WISEA J123402.37+281502.0   |           000|
Display all params|4FGL J1221.5+2814 |12 21 30.8|+28 14 18|    3.1805e-09|          8.0087e-11|               85.7309|LogParabola     |3FGL J1221.4+2814  |W Comae                     |           000|
Display all params|4FGL J1925.0+2815 |19 25 04.4|+28 15 51|    5.9772e-10|          5.1880e-11|               19.1292|PowerLaw        |3FGL J1924.9+2817  |NVSS J192502+281542         |           004|
Display all params|4FGL J0653.7+2815 |06 53 42.8|+28 15 54|    7.6563e-10|          5.2215e-11|               23.4123|LogParabola     |3FGL J0653.6+2817  |GB6 J0653+2816              |           000|
Display all params|4FGL J0818.4+2816 |08 18 25.8|+28 16 26|    2.6611e-10|          3.3126e-11|               10.8476|PowerLaw        |                   |GB6 J0818+2813              |           000|
Display all params|4FGL J0924.0+2816 |09 24 01.2|+28 16 32|    2.9579e-10|          3.0225e-11|               15.3753|PowerLaw        |3FGL J0924.0+2816  |B2 0920+28                  |           000|
Display all params|4FGL J1058.6+2817 |10 58 36.1|+28 17 12|    9.9736e-10|          5.0802e-11|               36.0404|LogParabola     |                   |GB6 J1058+2817              |           000|
Display all params|4FGL J1523.2+2818 |15 23 17.9|+28 18 46|    9.3532e-11|          2.3277e-11|                5.1379|PowerLaw        |                   |7C 1520+2819                |           001|
Display all params|4FGL J1813.5+2819 |18 13 34.1|+28 19 35|    4.1174e-10|          4.4562e-11|               12.0723|LogParabola     |3FGL J1813.6+2820  |                            |           000|
Display all params|4FGL J1149.1+2819 |11 49 06.5|+28 19 49|    1.1982e-10|          2.4287e-11|                5.7328|PowerLaw        |3FGL J1149.1+2815  |7C 1146+2841                |           004|
Display all params|4FGL J1410.4+2820 |14 10 29.5|+28 20 31|    2.5297e-10|          2.8727e-11|               12.7437|PowerLaw        |3FGL J1410.4+2821  |RX J1410.4+2821             |           000|
Display all params|4FGL J0812.6+2821 |08 12 37.5|+28 21 27|    1.5757e-10|          2.7092e-11|                8.0920|PowerLaw        |                   |RX J0812.5+2820             |           000|
Display all params|4FGL J1807.1+2822 |18 07 10.5|+28 22 03|    1.4299e-10|          2.9389e-11|                4.9150|PowerLaw        |                   |PSR J1806+2819              |           000|
Display all params|4FGL J0314.1+2827 |03 14 11.3|+28 27 08|    2.2159e-10|          4.4279e-11|                5.0969|LogParabola     |                   |                            |           001|
Display all params|4FGL J1612.2+2828 |16 12 15.1|+28 28 23|    9.9146e-11|          2.2762e-11|                4.8147|PowerLaw        |                   |TXS 1610+285                |           000|
Display all params|4FGL J2236.3+2828 |22 36 23.1|+28 29 00|    5.5664e-09|          1.0283e-10|              114.7022|LogParabola     |3FGL J2236.3+2829  |B2 2234+28A                 |           000|
Display all params|4FGL J2114.8+2831 |21 14 52.0|+28 31 20|    2.8175e-10|          4.0512e-11|                8.6720|LogParabola     |                   |B2 2112+28B                 |           000|
Display all params|4FGL J0852.2+2834 |08 52 16.0|+28 34 26|    1.8733e-10|          2.6752e-11|                8.9969|PowerLaw        |                   |B2 0849+28                  |           000|
Display all params|4FGL J1954.3+2836 |19 54 20.5|+28 36 09|    1.4691e-08|          2.5176e-10|               91.0712|PLSuperExpCutoff|3FGL J1954.2+2836  |PSR J1954+2836              |           000|
Display all params|4FGL J2321.0+2836 |23 21 01.9|+28 36 11|    1.7881e-10|          3.1874e-11|                5.9688|PowerLaw        |                   |2MASS J23211633+2836554     |           000|
Display all params|4FGL J1152.1+2837 |11 52 07.4|+28 37 45|    1.3832e-10|          2.7723e-11|                8.2962|PowerLaw        |                   |GB6 J1152+2837              |           000|
Display all params|4FGL J1545.5+2839 |15 45 30.6|+28 39 15|    1.7201e-10|          2.9341e-11|                6.7760|LogParabola     |                   |                            |           000|
Display all params|4FGL J0524.5+2839 |05 24 30.7|+28 39 26|    8.9468e-10|          7.0245e-11|               21.5790|LogParabola     |3FGL J0524.4+2839  |NVSS J052429+283918         |           000|
Display all params|4FGL J2317.7+2839 |23 17 45.0|+28 39 32|    2.2799e-10|          3.4493e-11|               10.5500|PowerLaw        |                   |                            |           000|
Display all params|4FGL J1943.9+2841 |19 43 55.3|+28 41 45|    5.4745e-10|          7.8549e-11|                7.4128|LogParabola     |                   |                            |           001|
Display all params|4FGL J0942.3+2842 |09 42 19.3|+28 42 33|    1.4145e-10|          2.5243e-11|                7.4690|PowerLaw        |                   |NVSS J094223+284413         |           000|
Display all params|4FGL J0429.8+2843 |04 29 49.9|+28 43 09|    9.8161e-10|          7.6897e-11|               20.3788|LogParabola     |3FGL J0429.8+2843  |MG2 J042948+2843            |           000|
Display all params|4FGL J0453.3+2843 |04 53 20.2|+28 43 49|    4.6080e-10|          5.4650e-11|                9.8278|PowerLaw        |                   |                            |           002|
Display all params|4FGL J1958.7+2846 |19 58 42.3|+28 46 13|    1.5522e-08|          2.5223e-10|               97.3290|PLSuperExpCutoff|3FGL J1958.6+2845  |PSR J1958+2846              |           512|
Display all params|4FGL J1231.7+2847 |12 31 44.4|+28 47 30|    1.6171e-09|          6.0909e-11|               53.1698|LogParabola     |3FGL J1231.7+2847  |B2 1229+29                  |           000|
Display all params|4FGL J0903.5+2847 |09 03 34.5|+28 47 37|    9.0029e-11|          2.2377e-11|                4.1421|PowerLaw        |                   |7C 0900+2905                |           000|
Display all params|4FGL J1351.9+2847 |13 51 59.0|+28 47 47|    1.0655e-10|          2.1167e-11|                6.6958|PowerLaw        |                   |FIRST J135154.4+285007      |           004|
Display all params|4FGL J1753.7+2847 |17 53 44.0|+28 47 48|    2.7230e-10|          3.2213e-11|               10.6839|PowerLaw        |                   |B2 1751+28                  |           000|
Display all params|4FGL J0237.8+2848 |02 37 53.7|+28 48 16|    1.1313e-08|          1.4651e-10|              178.3546|LogParabola     |3FGL J0237.9+2848  |4C +28.07                   |           000|
Display all params|4FGL J0318.8+2848 |03 18 53.5|+28 48 28|    2.3953e-10|          5.6436e-11|                3.5868|LogParabola     |                   |                            |          4352|
Display all params|4FGL J0358.1+2850 |03 58 06.6|+28 50 52|    1.5954e-10|          3.8719e-11|                4.8636|LogParabola     |                   |                            |           001|
Display all params|4FGL J1910.8+2856 |19 10 51.7|+28 56 36|    3.1729e-10|          4.2778e-11|               12.7278|PowerLaw        |3FGL J1910.8+2855  |NVSS J191052+285621         |           004|
Display all params|4FGL J1023.2+2859 |10 23 16.6|+28 59 03|    1.2451e-10|          2.4092e-11|                7.0723|PowerLaw        |                   |TXS 1020+292                |           000|
Display all params|4FGL J0723.5+2900 |07 23 32.4|+29 00 27|    1.2545e-10|          2.6703e-11|                6.2548|PowerLaw        |3FGL J0724.1+2857  |GB6 J0723+2859              |           000|
Display all params|4FGL J1555.3+2903 |15 55 19.7|+29 03 23|    1.0269e-10|          2.3912e-11|                6.0648|PowerLaw        |                   |                            |           000|
Display all params|4FGL J0433.6+2905 |04 33 38.6|+29 05 51|    2.7482e-09|          1.0033e-10|               47.2940|LogParabola     |3FGL J0433.6+2905  |MG2 J043337+2905            |           000|
Display all params|4FGL J1705.5+2907 |17 05 32.4|+29 07 03|    1.1231e-10|          2.5147e-11|                4.9171|PowerLaw        |                   |                            |           016|
Display all params|4FGL J1841.3+2909 |18 41 22.6|+29 09 10|    4.2119e-10|          4.4497e-11|               18.7259|PowerLaw        |3FGL J1841.2+2910  |MG3 J184126+2910            |           000|
Display all params|4FGL J1809.7+2910 |18 09 46.0|+29 10 15|    1.0136e-09|          5.3066e-11|               33.5054|LogParabola     |3FGL J1809.7+2909  |MG2 J180948+2910            |           000|
Display all params|4FGL J1647.5+2911 |16 47 32.0|+29 11 01|    1.7565e-10|          2.4929e-11|                9.0451|PowerLaw        |                   |B2 1645+29                  |           000|
Display all params|4FGL J1001.1+2911 |10 01 10.5|+29 11 17|    8.1040e-10|          4.2420e-11|               33.2933|PowerLaw        |3FGL J1001.0+2913  |GB6 J1001+2911              |           000|
Display all params|4FGL J1411.6+2913 |14 11 39.7|+29 14 00|    8.3551e-11|          2.0821e-11|                4.0871|PowerLaw        |                   |                            |           000|
Display all params|4FGL J1159.5+2914 |11 59 32.2|+29 14 41|    1.5341e-08|          1.6185e-10|              241.1578|LogParabola     |3FGL J1159.5+2914  |Ton 599                     |           002|
Display all params|4FGL J0436.9+2915 |04 36 59.1|+29 15 23|    7.4924e-10|          7.2651e-11|               14.0722|LogParabola     |                   |                            |           000|
Display all params|4FGL J1116.6+2915 |11 16 39.0|+29 15 31|    3.5251e-11|          1.7091e-11|                3.7953|PowerLaw        |                   |B2 1113+29                  |          4096|
Display all params|4FGL J0333.7+2916 |03 33 47.2|+29 16 16|    1.6459e-09|          7.2679e-11|               41.3799|LogParabola     |3FGL J0333.6+2916  |TXS 0330+291                |           000|
Display all params|4FGL J1424.1+2917 |14 24 07.1|+29 17 30|    6.8524e-11|          1.9068e-11|                4.6604|PowerLaw        |                   |NVSS J142408+291800         |           000|
Display all params|4FGL J1516.8+2918 |15 16 51.0|+29 18 44|    1.2353e-10|          2.7052e-11|                7.6613|PowerLaw        |                   |RGB J1516+293               |           000|
Display all params|4FGL J0155.5+2920 |01 55 34.2|+29 20 18|    1.1784e-10|          2.6495e-11|                4.6779|PowerLaw        |                   |                            |           000|
Display all params|4FGL J0351.6+2921 |03 51 40.1|+29 21 29|    1.8282e-10|          3.5877e-11|                5.9346|PowerLaw        |                   |TXS 0348+292                |           001|
Display all params|4FGL J1751.6+2921 |17 51 36.9|+29 21 30|    2.5344e-10|          3.4338e-11|                9.1085|LogParabola     |                   |MG2 J175143+2921            |           000|
